total_frames,successful_frames,average_processing_time_ms,median_processing_time_ms,minimum_processing_time_ms,maximum_processing_time_ms,p95_processing_time_ms,average_fps,minimum_fps,maximum_fps,aggregate_processing_fps,average_objects_per_frame,maximum_objects_detected,unique_tracks,mode,source_fps,width,height,source_frame_count,codec,processing_export_validation_seconds,entered,exited,duration_seconds,output_height
100,100,223.55695400154218,194.2875500244554,148.24439998483285,2218.9151999773458,289.52636998146767,5.104720174973256,0.45067067006896416,6.745617373083312,4.473133052229284,22.44,25,59,segmentation,25.0,1280,720,382,H.264 / yuv420p,28.036835700040683,0,0,4.0,720
