total_frames,successful_frames,average_processing_time_ms,median_processing_time_ms,minimum_processing_time_ms,maximum_processing_time_ms,p95_processing_time_ms,average_fps,minimum_fps,maximum_fps,aggregate_processing_fps,average_objects_per_frame,maximum_objects_detected,unique_tracks,mode,source_fps,width,height,source_frame_count,codec,processing_export_validation_seconds,entered,exited
20,20,225.17867000424303,40.30900000361726,37.680800014641136,3734.887600003276,232.6074350217849,23.55068728408907,0.2677456745951666,26.538714666658965,4.440917960751598,5.05,6,6,detection,10.0,480,640,20,H.264 / yuv420p,13.672227400005795,0,0
