frame_number,timestamp_seconds,objects_detected,active_tracks,processing_time_ms,fps,contour_count_raw,contour_count_filtered,inference_time_ms,class_counts,roi_objects,roi_class_counts,entered,exited,circle_count,rectangle_count,triangle_count,other_count,active_vehicles,vehicle_class_counts,direction_a,direction_b,total_crossings,line_orientation
121,4.8,20,20,37.54069999558851,26.63775582547774,,,33.645100018475205,"{""car"": 18, ""truck"": 2}",20,"{""car"": 18, ""truck"": 2}",0,1,0,0,0,0,20,"{""car"": 18, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
122,4.84,18,18,37.940400012303144,26.35712854044039,,,33.840699994470924,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
123,4.88,18,18,37.073600047733635,26.973371852543668,,,33.24969997629523,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
124,4.92,19,19,37.260000011883676,26.838432626974257,,,33.390500000678,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
125,4.96,18,18,36.72719997121021,27.227776710010072,,,32.95050002634525,"{""car"": 16, ""truck"": 2}",18,"{""car"": 16, ""truck"": 2}",0,1,0,0,0,0,18,"{""car"": 16, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
126,5.0,19,19,37.14359999867156,26.92253847327036,,,33.255500020459294,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,1,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
127,5.04,21,21,37.28119999868795,26.823170928918415,,,33.136899990495294,"{""car"": 19, ""truck"": 2}",21,"{""car"": 19, ""truck"": 2}",0,1,0,0,0,0,21,"{""car"": 19, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,1,1,horizontal
128,5.08,23,23,37.12440002709627,26.936462253130617,,,33.0114999669604,"{""car"": 21, ""truck"": 2}",23,"{""car"": 21, ""truck"": 2}",0,2,0,0,0,0,23,"{""car"": 21, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,2,2,horizontal
129,5.12,22,22,37.695900013204664,26.528083946787465,,,33.502700040116906,"{""car"": 20, ""truck"": 2}",22,"{""car"": 20, ""truck"": 2}",0,2,0,0,0,0,22,"{""car"": 20, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,2,2,horizontal
130,5.16,19,19,36.08130000066012,27.715187645170897,,,32.21119998488575,"{""car"": 17, ""truck"": 2}",19,"{""car"": 17, ""truck"": 2}",0,2,0,0,0,0,19,"{""car"": 17, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,2,2,horizontal
131,5.2,17,17,34.575400000903755,28.922297355167586,,,31.527899962384254,"{""car"": 15, ""truck"": 2}",17,"{""car"": 15, ""truck"": 2}",0,2,0,0,0,0,17,"{""car"": 15, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,2,2,horizontal
132,5.24,17,17,35.856899979989976,27.888635117872774,,,32.18760003801435,"{""car"": 15, ""truck"": 2}",17,"{""car"": 15, ""truck"": 2}",0,2,0,0,0,0,17,"{""car"": 15, ""truck"": 2, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",0,2,2,horizontal
