total_frames,successful_frames,average_processing_time_ms,median_processing_time_ms,minimum_processing_time_ms,maximum_processing_time_ms,p95_processing_time_ms,average_fps,minimum_fps,maximum_fps,aggregate_processing_fps,average_objects_per_frame,maximum_objects_detected,unique_tracks,mode,source_fps,width,height,source_frame_count,codec,processing_export_validation_seconds,entered,exited,duration_seconds,output_height,mean_active_vehicles,peak_active_vehicles,final_active_vehicles,direction_a,direction_b,total_crossings,mean_inference_time_ms,vehicle_classes
382,382,45.93056492146022,37.643999996362254,33.56100001838058,3020.296300004702,41.7320899956394,26.255547581517767,0.33109334339099217,29.796489957162276,21.77199435081993,20.589005235602095,26,131,detection,25.0,1280,720,382,H.264 / yuv420p,31.957167399988975,2,8,15.28,802,20.589005235602095,26,23,2,8,10,41.79940575868481,"{'car': {'mean_visible': 17.078534031413614, 'peak_visible': 21}, 'truck': {'mean_visible': 3.081151832460733, 'peak_visible': 7}, 'bus': {'mean_visible': 0.4293193717277487, 'peak_visible': 3}, 'motorcycle': {'mean_visible': 0.0, 'peak_visible': 0}, 'bicycle': {'mean_visible': 0.0, 'peak_visible': 0}}"
