total_frames,successful_frames,average_processing_time_ms,median_processing_time_ms,minimum_processing_time_ms,maximum_processing_time_ms,p95_processing_time_ms,average_fps,minimum_fps,maximum_fps,aggregate_processing_fps,average_objects_per_frame,maximum_objects_detected,unique_tracks,mode,source_fps,width,height,source_frame_count,codec,processing_export_validation_seconds,entered,exited
20,20,75.61766999715474,62.6114500046242,58.9210000471212,245.2097000204958,93.87735998607252,14.668336986433513,4.078142095995449,16.97187758524575,13.224422281691924,5.25,6,6,segmentation,10.0,480,640,20,H.264 / yuv420p,4.725335599971004,0,0
