total_frames,successful_frames,average_processing_time_ms,median_processing_time_ms,minimum_processing_time_ms,maximum_processing_time_ms,p95_processing_time_ms,average_fps,minimum_fps,maximum_fps,aggregate_processing_fps,average_objects_per_frame,maximum_objects_detected,unique_tracks,mode,source_fps,width,height,source_frame_count,codec,processing_export_validation_seconds,entered,exited
240,240,19.187374581573142,19.00279999244958,14.610400015953928,24.35459999833256,22.74939001945313,52.74238903603827,41.06000509425181,68.44439569813578,52.11760450855865,3.6041666666666665,4,4,classical,30.0,960,540,240,H.264 / yuv420p,13.16295089997584,2,2
