frame_number,timestamp_seconds,objects_detected,active_tracks,processing_time_ms,fps,contour_count_raw,contour_count_filtered,inference_time_ms,class_counts,roi_objects,roi_class_counts,entered,exited,circle_count,rectangle_count,triangle_count,other_count
123,4.066666666666666,4,4,17.33309996780008,57.69308443715854,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
124,4.1,4,4,19.790499994996935,50.52929437117816,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
125,4.133333333333334,4,4,19.75879998644814,50.610360987806175,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
126,4.166666666666667,4,4,20.174000004772097,49.56875184710286,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
127,4.2,4,4,18.44310003798455,54.22081959868171,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
128,4.233333333333333,4,4,18.68320000357926,53.52402157063157,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
129,4.266666666666667,4,4,20.935299980919808,47.76621309039701,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
130,4.3,4,4,15.857300022616982,63.06243803003777,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
131,4.333333333333333,4,4,20.721399981994182,48.25928754181416,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
132,4.366666666666666,4,4,19.010799995157868,52.60167905899301,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
133,4.4,4,4,18.89349997509271,52.92825581910707,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
134,4.433333333333334,4,4,17.930799978785217,55.76996013469269,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,0,2,1,1,0
135,4.466666666666667,4,4,22.162599954754114,45.12105989556922,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,1,2,1,1,0
136,4.5,4,4,18.18349998211488,54.9949130246427,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,1,2,1,1,0
137,4.533333333333333,4,4,16.320399998221546,61.27300802118644,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,1,2,1,1,0
138,4.566666666666666,4,4,18.214600044302642,54.90101333917517,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,1,2,1,1,0
139,4.6,4,4,19.708900013938546,50.738498814889674,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,1,2,1,1,0
140,4.633333333333334,4,4,20.334600005298853,49.17726435432302,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",0,1,2,1,1,0
141,4.666666666666667,4,4,20.002499979455024,49.99375083250196,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",1,1,2,1,1,0
142,4.7,4,4,17.858199949841946,55.996685153525256,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",1,1,2,1,1,0
143,4.733333333333333,4,4,21.307600021827966,46.931611207999886,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",1,1,2,1,1,0
144,4.766666666666667,4,4,19.544699985999614,51.164765932264324,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",1,1,2,1,1,0
145,4.8,4,4,20.027899998240173,49.93034717009116,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",1,1,2,1,1,0
146,4.833333333333333,4,4,20.53789998171851,48.6904698576843,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",1,1,2,1,1,0
147,4.866666666666666,4,4,19.821900001261383,50.44925057317231,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",1,1,2,1,1,0
148,4.9,4,4,20.82400000654161,48.02151362302449,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",1,1,2,1,1,0
149,4.933333333333334,4,4,17.920400016009808,55.802325791088116,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",1,1,2,1,1,0
150,4.966666666666667,4,4,20.149399992078543,49.629269377407574,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
151,5.0,4,4,20.639700000174344,48.45031662240987,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
152,5.033333333333333,4,4,21.1291000014171,47.3280925327123,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
153,5.066666666666666,4,4,18.312299973331392,54.60810501446144,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
154,5.1,4,4,17.23539998056367,58.02012144352311,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
155,5.133333333333334,4,4,22.842300008051097,43.778428601652884,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
156,5.166666666666667,4,4,16.6797999991104,59.9527572305024,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
157,5.2,4,4,17.98649999545887,55.59725350971419,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
158,5.233333333333333,4,4,22.574600006919354,44.297573365352626,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
159,5.266666666666667,4,4,22.728200012352318,43.998204849329035,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
160,5.3,4,4,22.983399976510555,43.50966354073017,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
161,5.333333333333333,4,4,18.161099986173213,55.06274403870585,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
162,5.366666666666666,4,4,16.096900042612106,62.12376279611451,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
163,5.4,4,4,16.037599998526275,62.35346935276424,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
164,5.433333333333334,4,4,17.940199992153794,55.740738700647334,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
165,5.466666666666667,4,4,17.565099988132715,56.931073587717535,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
166,5.5,4,4,16.21920004254207,61.65532192568406,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
167,5.533333333333333,4,4,22.26529998006299,44.912936313251095,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
168,5.566666666666666,4,4,22.392399958334863,44.65800905042256,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
169,5.6,4,4,21.171699976548553,47.232862788896455,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
170,5.633333333333334,4,4,21.051199990324676,47.503230241487856,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
171,5.666666666666667,4,4,19.330899987835437,51.73064889008172,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
172,5.7,4,4,18.697099993005395,53.484230194741485,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
173,5.733333333333333,4,4,17.015299992635846,58.77063586494484,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
174,5.766666666666667,4,4,17.325399967376143,57.71872521748459,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
175,5.8,4,4,16.627599950879812,60.140970612363525,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
176,5.833333333333333,4,4,16.319600050337613,61.27601147794749,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
177,5.866666666666666,4,4,19.41950002219528,51.49463162579172,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
178,5.9,4,4,20.444999972824007,48.911714420602806,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
179,5.933333333333334,4,4,20.55730001302436,48.64452040717586,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
180,5.966666666666667,4,4,18.970799981616437,52.71258992604662,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,1,2,1,1,0
181,6.0,4,4,19.09340004203841,52.374118690137706,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,2,2,1,1,0
182,6.033333333333333,4,4,17.68310001352802,56.55117028320683,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,2,2,1,1,0
183,6.066666666666666,4,4,18.27269996283576,54.72644995177872,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,2,2,1,1,0
184,6.1,4,4,18.994799989741296,52.64598735127928,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,2,2,1,1,0
185,6.133333333333334,4,4,19.889499992132187,50.27778478069214,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,2,2,1,1,0
186,6.166666666666667,4,4,16.30189997376874,61.342542992478926,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,2,2,1,1,0
187,6.2,4,4,19.081100006587803,52.40788003075018,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,2,2,1,1,0
188,6.233333333333333,4,4,19.48439999250695,51.32310978960433,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,2,2,1,1,0
189,6.266666666666667,4,4,19.19740001903847,52.0903871882796,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,2,2,1,1,0
190,6.3,4,4,24.35459999833256,41.06000509425181,4,4,,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",4,"{""Circle"": 2, ""Triangle"": 1, ""Rectangle"": 1}",2,2,2,1,1,0
191,6.333333333333333,3,3,15.742700023110956,63.52150511233507,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
192,6.366666666666666,3,3,17.172099964227527,58.23399596340425,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
193,6.4,3,3,19.697300042025745,50.768379314242104,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
194,6.433333333333334,3,3,21.40159998089075,46.72547851062018,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
195,6.466666666666667,3,3,18.57459999155253,53.836960174366396,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
196,6.5,3,3,19.786099961493164,50.540531077178215,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
197,6.533333333333333,3,3,18.13919999403879,55.129222916591516,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
198,6.566666666666666,3,3,16.469799971673638,60.71719157001889,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
199,6.6,3,3,14.754100004211068,67.7777702275695,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
200,6.633333333333334,3,3,17.215800005942583,58.08617663163013,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
201,6.666666666666667,3,3,19.437599985394627,51.446680698820735,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
202,6.7,3,3,17.536600003950298,57.02359635133035,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
203,6.733333333333333,3,3,17.1627999516204,58.26555123982474,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
204,6.766666666666667,3,3,19.438199989963323,51.44509267917491,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
205,6.8,3,3,19.63270001579076,50.93542911549053,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
206,6.833333333333333,3,3,18.64879997447133,53.62275328004577,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
207,6.866666666666666,3,3,18.53180001489818,53.96129891300763,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
208,6.9,3,3,18.92770000267774,52.83262096601954,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
209,6.933333333333334,3,3,19.29469994502142,51.827704128564505,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
210,6.966666666666667,3,3,20.798099983949214,48.081315157237576,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
211,7.0,3,3,19.12440004525706,52.28922202179119,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
212,7.033333333333333,3,3,19.525300012901425,51.21560228725017,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
213,7.066666666666666,3,3,17.827500007115304,56.09311454779865,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
214,7.1,3,3,18.492999952286482,54.0745148207476,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
215,7.133333333333334,3,3,18.839599972125143,53.07968329898664,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
216,7.166666666666667,3,3,18.138499988708645,55.13135047674877,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
217,7.2,3,3,20.03010001499206,49.92486304369542,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
218,7.233333333333333,3,3,18.458800041116774,54.174702460209275,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
219,7.266666666666667,3,3,16.153500007931143,61.90608843340539,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
220,7.3,3,3,18.320500035770237,54.58366300305829,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
221,7.333333333333333,3,3,20.062799972947687,49.84349150409623,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
222,7.366666666666666,3,3,19.051600014790893,52.48902975202295,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
223,7.4,3,3,20.079400041140616,49.8022848267928,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
224,7.433333333333334,3,3,18.463099957443774,54.16208558177846,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
225,7.466666666666667,3,3,17.938799981493503,55.74508891518086,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
226,7.5,3,3,19.218700006604195,52.032655676833826,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
227,7.533333333333333,3,3,17.475799948442727,57.22198714509262,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
228,7.566666666666666,3,3,17.505499999970198,57.124903601822425,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
229,7.6,3,3,18.7838000128977,53.23736407507322,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
230,7.633333333333334,3,3,16.33640000363812,61.21299672983643,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
231,7.666666666666667,3,3,18.046999990474433,55.41087164225744,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
232,7.7,3,3,16.642400005366653,60.087487362251316,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
233,7.733333333333333,3,3,20.525700005237013,48.71941028782725,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
234,7.766666666666667,3,3,16.668400028720498,59.993760545520225,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
235,7.8,3,3,15.873399970587343,62.998475553627614,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
236,7.833333333333333,3,3,15.953699999954551,62.681384255868466,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",3,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
237,7.866666666666666,3,3,16.274399997200817,61.446197719854446,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,"{""Triangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
238,7.9,3,3,15.958999982103705,62.66056777501046,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",2,"{""Triangle"": 1, ""Circle"": 1}",2,2,1,1,1,0
239,7.933333333333334,3,3,16.25640003476292,61.514234262295815,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",1,"{""Triangle"": 1}",2,2,1,1,1,0
240,7.966666666666667,3,3,16.306200006511062,61.326366633593366,3,3,,"{""Triangle"": 1, ""Rectangle"": 1, ""Circle"": 1}",1,"{""Triangle"": 1}",2,2,1,1,1,0
